"id","site","timestamp","year","place","dataset","Openly licenced?","Openly licenced? comments","Downloadable at once","Downloadable at once comments","timely","timely comments","Publicly available online (no access controls)","Publicly available online (no access controls) comments","free","free comments","findable","findable comments","findable_steps","findable_steps comments","Licence URL","Licence URL comments","collector_gov","collector_gov comments","usability","usability comments","collector_name","collector_name comments","collector_non_gov","collector_non_gov comments","online_otherwise","online_otherwise comments","Format 1","Format 2","Format 3","Format 4","Format 5","Format 6","Format 7","Format comment","Data element 1","Data element 2","Data element 3","Data element 4","Data element 5","Data element 6","Data element 7","Data element 8","Data element 9","Data element comment","URL 1","Description URL 1","URL 2","Description URL 2","URL 3","Description URL 3","URL 4","Description URL 4","URL 5","Description URL 5","URL 6","Description URL 6","URL 7","Description URL 7","URL 8","Description URL 8","URL 9","Description URL 9","URL comment","reviewed","reviewResult","reviewComments","details","isCurrent","isOpen","submitter","reviewer","score","relativeScore"
"68464c1f-dd34-4281-818b-eaa21283baaa","ar-cities","2018-05-30T22:16:14","2018","san-pedro","budget",,,,,,,"No",,,,,,,,,,"Yes",,,,"Municipalidad de San Pedro",,,,"No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes","Yes",,,"Yes","No","Roque De Benedictis","Roque De Benedictis","0","0"
"a549b0a0-8e3c-4be8-9ed4-9f60810794b7","ar-cities","2018-05-30T22:15:25","2018","san-miguel","budget",,,,,,,"No",,,,,,,,,,"Yes",,,,"    Municipalidad de San Miguel",,,,"No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes","Yes",,,"Yes","No","Roque De Benedictis","Roque De Benedictis","0","0"
"89f3b6b2-f006-4efe-abf4-71e7673570c6","ar-cities","2018-05-30T22:14:48","2018","san-luis","budget",,,,,,,"No",,,,,,,,,,"Yes",,,,"    Municipalidad de San Luis ",,,,"No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes","Yes",,,"Yes","No","Roque De Benedictis","Roque De Benedictis","0","0"
"c3cd51ff-5de1-44b5-9d0c-f51e340626bb","ar-cities","2018-05-30T22:14:13","2018","san-juan","budget","No",,"Yes",,"Yes",,"Yes",,"Yes",,"3",,"Municipalidad de San Juan - Transparencia - Presupuesto: http://www.municipiosanjuan.gob.ar/?q=presupuesto",,,,"Yes",,"1",,"    Municipalidad de San Juan ",,,,,,,,,,,,,,"Descripciones de la secciones del presupuesto",,,,,,,,,,"http://www.municipiosanjuan.gob.ar/?q=presupuesto","Presupuesto",,,,,,,,,,,,,,,,,,"Yes","Yes",,,"Yes","No","Roque De Benedictis","Roque De Benedictis","60","67"
"ab63386b-c1a0-47f5-924c-dbcc2f7a30cb","ar-cities","2018-05-30T22:04:09","2018","san-isidro","budget","Yes",,"Yes",,"Yes",,"Yes",,"Yes",,"4",,"San Isidro Datos Abiertos - Economía y Finanzas - Presupuestos 2012 a 2017:https://sis-bue-datos.paisdigital.modernizacion.gob.ar/dataset/presupuestos",," Creative Commons Attribution ",,"Yes",,"3",,"Municipalidad de San Isidro",,,,,,"XLS",,,,,,,,"Presupuesto por oficina de gobierno","Presupuesto por sub-secretaría","Descripciones de la secciones del presupuesto",,,,,,,,"https://sis-bue-datos.paisdigital.modernizacion.gob.ar/dataset/presupuestos","Presupuesto",,,,,,,,,,,,,,,,,,"Yes","Yes",,,"Yes","Yes","Roque De Benedictis","Roque De Benedictis","90","100"
"b5ad3ca5-0fcf-41f5-9ac9-01b6ca135d64","ar-cities","2018-05-30T22:02:28","2018","salta","budget",,,,,,,"No",,,,,,,,,,"Yes",,,,"    Municipalidad de Salta",,,,"No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes","Yes",,,"Yes","No","Roque De Benedictis","Roque De Benedictis","0","0"
"ecb7b01e-af35-4db4-ba2d-4afe4cb7971f","ar-cities","2018-05-30T13:50:00","2018","cordoba","law","Yes",,"Yes",,"Yes",,"Yes",,"Yes",,"2",,"Googlear ""Digesto Municipal Cordoba"" y entrar en https://servicios.cordoba.gov.ar/DigestoWeb/Page/BuscarDocumento.aspx - ir a https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/digesto-municipal/digesto/11 y clickear en Boletines Municipales con resúmenes de texto 2013-2017",,"https://creativecommons.org/licenses/by-sa/2.5/ar/",,"Yes",,"2",,"Gobierno de la Ciudad de Córdoba",,,,,,"CSV","XLS",,,,,,,"Contenido de la ley / ordenanza municipal","Fecha de la última enmienda","Enmiendas a la ley (si corresponde)",,,,,,,,"https://gobiernoabierto.cordoba.gob.ar/boletines","Boletines Municipales","https://gobiernoabierto.cordoba.gob.ar/data/datos-abiertos/categoria/digesto-municipal/digesto/11","Boletines Municipales le",,,,,,,,,,,,,,,,"Yes","Yes",,,"Yes","Yes","anonymous","Roque De Benedictis","90","100"
"034ab43e-0b17-4387-989d-e6e90040d9de","ar-cities","2018-05-30T21:49:20","2018","rosario","budget","Yes",,"Yes",,"Yes",,"Yes",,"Yes",,"3",,"Municipalidad de Rosario - Gobierno - Presupuestos: https://www.rosario.gov.ar/web/gobierno/presupuestos",,"Los contenidos de este sitio son reutilizables sin licencia propietaria. Desarrollado con software libre por la Municipalidad de Rosario. Buenos Aires 711, Rosario, Santa Fe, Argentina (1997 - 2018)",,"Yes",,"1",,"    Municipalidad de Rosario",,,,,,"HTML",,,,,,,,"Presupuesto por oficina de gobierno","Presupuesto por sub-secretaría","Descripciones de la secciones del presupuesto",,,,,,,," https://www.rosario.gov.ar/web/gobierno/presupuestos","Presupuesto 2017",,,,,,,,,,,,,,,,,,"Yes","Yes",,,"Yes","Yes","Roque De Benedictis","Roque De Benedictis","90","100"
"b85455be-6274-4c3b-b003-f05067cdea29","ar-cities","2018-05-30T21:46:52","2018","rivadavia","budget",,,,,,,"No",,,,,,,,,,"Yes",,,,"    Municipalidad de Rivadavia",,,,"No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes","Yes",,,"Yes","No","Roque De Benedictis","Roque De Benedictis","0","0"
"3c20ccdd-98f7-4136-b336-3940eba0f87a","ar-cities","2018-05-30T21:45:27","2018","rio-segundo","budget","Yes",,"Yes",,"Yes",,"Yes",,"Yes",,"4",,"Datos Abiertos Rio Segundo - Presupuestos: http://gobiernoabierto.riosegundo.gob.ar/munirio2/portal/panel/datosabiertos.php",,"CC-BY-SA-AR ",,"Yes",,"3",,"Municipalidad de Rio Segundo",,,,,,"CSV","XLS",,,,,,,"Presupuesto por oficina de gobierno","Presupuesto por sub-secretaría","Descripciones de la secciones del presupuesto",,,,,,,,"http://gobiernoabierto.riosegundo.gob.ar/munirio2/portal/panel/datosabiertos.php","Presupuesto 2017",,,,,,,,,,,,,,,,,,"Yes","Yes",,,"Yes","Yes","Roque De Benedictis","Roque De Benedictis","90","100"
"c441ec44-3908-4ac7-ba82-c0e99b51338c","ar-cities","2018-05-30T21:43:34","2018","rafaela","budget","No",,"Yes",,"Yes",,"Yes",,"Yes",,"3",,"Ciudad de Rafaela - Cuentas públicas - Presupuesto oficial: http://www.rafaela.gob.ar/gobiernoabierto/BibliotecaVirtual-detalle.aspx?c=19&t=lClPnFO78aLxZxZ1NuaqCD4fCd||inB7CWrJBO4vM3m0=&f=&index=&txt=&i=23934&v=lista",,,,"Yes",,"1",,"    Municipalidad de Rafaela",,,,,,,,,,,,,,"Presupuesto por oficina de gobierno","Presupuesto por sub-secretaría","Descripciones de la secciones del presupuesto",,,,,,,," http://www.rafaela.gob.ar/gobiernoabierto/BibliotecaVirtual-detalle.aspx?c=19&t=lClPnFO78aLxZxZ1NuaqCD4fCd||inB7CWrJBO4vM3m0=&f=&index=&txt=&i=23934&v=lista","Presupuesto",,,,,,,,,,,,,,,,,,"Yes","Yes",,,"Yes","No","Roque De Benedictis","Roque De Benedictis","60","67"
"dbf17d6f-62da-4c0e-a3e7-93db48cf0f05","ar-cities","2018-05-30T21:42:30","2018","olavarria","budget",,,,,,,"No",,,,,,,,,,"Yes",,,,"Municipalidad de Olavarría",,,,"No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes","Yes",,,"Yes","No","Roque De Benedictis","Roque De Benedictis","0","0"
"7e96fbce-f7a8-497e-ae5b-0df46e071ea6","ar-cities","2018-05-30T21:34:26","2018","neuquen","budget",,,,,,,"No",,,,,,,,,,"Yes",,,,"    Municipalidad de Neuquén",,,,"No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes","Yes",,,"Yes","No","Roque De Benedictis","Roque De Benedictis","0","0"
"a97a27a9-f310-4907-a398-3544372f5a87","ar-cities","2018-05-30T21:33:39","2018","moron","budget","No",,"No",,"Yes",,"Yes",,"Yes",,"3",,"Portal de Morón - Transparencia - Gobierno Abierto - Presupuesto: http://www.moron.gob.ar/presupuesto-2017/",,,,"Yes",,"1",,"    Municipalidad de Morón",,,,,,,,,,,,,,"Presupuesto por oficina de gobierno","Presupuesto por sub-secretaría","Descripciones de la secciones del presupuesto",,,,,,,," http://www.moron.gob.ar/presupuesto-2017/","Presupuesto 2017",,,,,,,,,,,,,,,,,,"Yes","Yes",,,"Yes","No","Roque De Benedictis","Roque De Benedictis","45","50"
"cdb94f44-28ed-48d1-ab2c-52b6cef07acf","ar-cities","2018-05-30T21:31:36","2018","moreno","budget",,,,,,,"No",,,,,,,,,,"Yes",,,,"Municipalidad de Moreno",,,,"No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes","Yes",,,"Yes","No","Roque De Benedictis","Roque De Benedictis","0","0"
"36ed0ee2-d47d-4b56-b0c3-1163aaadb4af","ar-cities","2018-05-30T21:29:57","2018","mercedes","budget",,,,,,,"No",,,,,,,,,,"Yes",,,,"    Municipio Mercedes",,,,"No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes","Yes",,,"Yes","No","Roque De Benedictis","Roque De Benedictis","0","0"
"067841d4-926a-4e73-a5be-3f5b4e1b144d","ar-cities","2018-05-30T21:29:25","2018","lujan","budget","Yes",,"Yes",,"Yes",,"Yes",,"Yes",,"3",,"Lujan Gobierno Municipal - Gobierno Abierto - Economía - Presupuesto 2017: http://datos.lujan.gov.ar/dataviews/233956/presupuesto-2017/",,"    http://opendatacommons.org/licenses/pddl/",,"Yes",,"2",,"    Municipalidad de Luján",,,,,,"CSV","XLS",,,,,,,"Presupuesto por oficina de gobierno","Presupuesto por sub-secretaría","Descripciones de la secciones del presupuesto",,,,,,,,"http://datos.lujan.gov.ar/dataviews/233956/presupuesto-2017/","Presupuesto 2017",,,,,,,,,,,,,,,,,,"Yes","Yes",,,"Yes","Yes","Roque De Benedictis","Roque De Benedictis","90","100"
"defaceda-5619-414e-91a1-01b0340545d9","ar-cities","2018-05-30T21:27:38","2018","lincoln","budget",,,,,,,"No",,,,,,,,,,"Yes",,,,"Municipalidad de Lincoln",,,,"No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes","Yes",,,"Yes","No","Roque De Benedictis","Roque De Benedictis","0","0"
"c56f2b4d-8d37-4a22-91b9-58ee4d147c7d","ar-cities","2018-05-30T21:26:55","2018","la-plata","budget","No",,"Yes",,"Yes",,"Yes",,"Yes",,"4",,"Portal La Plata - Transparencia - Presupuesto: https://www.laplata.gov.ar/descargas/presupuestos/2017/Proyeccion-plurianual-presupuesto.pdf",,,,"Yes",,"1",,"Municipalidad de La Plata",,,,,,,,,,,,,,"Presupuesto por oficina de gobierno","Presupuesto por sub-secretaría","Descripciones de la secciones del presupuesto",,,,,,,," https://www.laplata.gov.ar/descargas/presupuestos/2017/Proyeccion-plurianual-presupuesto.pdf","Presupuesto 2017",,,,,,,,,,,,,,,,,,"Yes","Yes",,,"Yes","No","Roque De Benedictis","Roque De Benedictis","60","67"
"febb4a31-089a-40ac-a8ae-679b8ce2baeb","ar-cities","2018-05-30T21:23:52","2018","junin","budget",,,,,,,"No",,,,,,,,,,"Yes",,,,"    Municipio de Junin",,,,"No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes","Yes",,,"Yes","No","Roque De Benedictis","Roque De Benedictis","0","0"
"a14cd4b9-6e1b-4138-9c85-dabffe4204f1","ar-cities","2018-05-30T21:23:26","2018","gualeguaychu","budget",,,,,,,"No",,,,,,,,,,"Yes",,,,"    Municipalidad de Gualeguaychu",,,,"No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes","Yes",,,"Yes","No","Roque De Benedictis","Roque De Benedictis","0","0"
"68f78a15-f9bd-4364-a1dc-7b685350933b","ar-cities","2018-05-30T21:22:07","2018","godoy-cruz","budget","No",,"Yes",,"Yes",,"Yes",,"Yes",,"4",,"Portal Godoy Cruz - Transparencia - Presupuesto 2017:https://drive.google.com/file/d/14VYiIvOOGd-MG69BQL1SvzhpXpclK3Ba/view",,,,"Yes",,"1",,"Municipalidad de Godoy Cruz",,,,,,,,,,,,,,"Presupuesto por oficina de gobierno","Presupuesto por sub-secretaría","Descripciones de la secciones del presupuesto",,,,,,,,"https://drive.google.com/file/d/14VYiIvOOGd-MG69BQL1SvzhpXpclK3Ba/view","Presupuesto 2017",,,,,,,,,,,,,,,,,,"Yes","Yes",,,"Yes","No","Roque De Benedictis","Roque De Benedictis","60","67"
"cf9baffe-9be1-4c00-a437-03820f4fd6f0","ar-cities","2018-05-30T21:20:58","2018","general-pueyrredon","budget","Yes",,"Yes",,"Yes",,"Yes",,"Yes",,"4",,"Datos Abiertos MGP - Económia y Finanzas: https://datos.mardelplata.gov.ar/?q=search/field_topic/econom%C3%ADa-y-finanzas-3",,"http://opendefinition.org/licenses/odc-odbl/",,"Yes",,"2",,"    Municipalidad de General Pueyrredón",,,,,,"CSV",,,,,,,,"Presupuesto por oficina de gobierno","Presupuesto por sub-secretaría","Descripciones de la secciones del presupuesto",,,,,,,,"https://datos.mardelplata.gov.ar/?q=search/field_topic/econom%C3%ADa-y-finanzas-3","Información presupuestaria",,,,,,,,,,,,,,,,,,"Yes","Yes",,,"Yes","Yes","Roque De Benedictis","Roque De Benedictis","90","100"
"2ecc9aec-6105-433e-bf70-2eb4f57f5fab","ar-cities","2018-05-30T19:42:12","2018","formosa","budget",,,,,,,"No",,,,,,,,,,"Yes",,,,"Municipalidad de Formosa",,,,"No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes","Yes",,,"Yes","No","Franco Bellomo","Roque De Benedictis","0","0"
"f28aadb0-0ec6-4f12-8c9a-db8d9a5bb88f","ar-cities","2018-05-30T21:18:44","2018","coronel-pringles","budget","No",,"Yes",,"Yes",,"Yes",,"Yes",,"3",,"Ciudad Abierta Pringles - Transparencia - Presupuestos:http://ciudadabierta.coronelpringles.gov.ar/transparencia/presupuesto/presupuesto-2017.pdf",,,,"Yes",,"1",,"Municipalidad de Coronel Pringles",,,,,,,,,,,,,,"Presupuesto por oficina de gobierno","Presupuesto por sub-secretaría","Descripciones de la secciones del presupuesto",,,,,,,,"http://ciudadabierta.coronelpringles.gov.ar/transparencia/presupuesto/presupuesto-2017.pdf","Presupuesto 2017",,,,,,,,,,,,,,,,,,"Yes","Yes",,,"Yes","No","Roque De Benedictis","Roque De Benedictis","60","67"
"1e8a9705-d974-4b92-8ade-2584514e05d4","ar-cities","2018-05-30T18:41:54","2018","catamarca","spending","No",,"Yes",,"Yes",,"Yes",,"Yes",,"2",,"Municipio Catamarca - Datos Abiertos - Transparencia Fiscal - Info Financiera - Ejecución presupuestaria: https://www.catamarcaciudad.gob.ar/transparencia/archivos/Transparencia/Ejecuciones%20Presupuestarias/2017/EJECUCION%20DE%20GASTOS%201ER%20SEM.2017.pdf",,,,"Yes",,"1",,"Municipalidad de Catamarca",,"investigacion particular",,,,,,,,,,,,"Objeto del gasto","Monto del gasto",,,,,,,,," https://www.catamarcaciudad.gob.ar/transparencia/archivos/Transparencia/Ejecuciones%20Presupuestarias/2017/EJECUCION%20DE%20GASTOS%201ER%20SEM.2017.pdf","Ejecución presupuestaria",,,,,,,,,,,,,,,,,,"Yes","Yes",,,"Yes","No","anonymous","Roque De Benedictis","60","67"
"603a1541-274f-456d-a926-885922be6f3c","ar-cities","2018-05-30T18:09:04","2018","catamarca","budget","No",,"Yes",,"Yes",,"Yes",,"Yes",,"2",,"Municipio Catamarca - Datos Abiertos - Transparencia Fiscal - Info Financiera - Presupuesto Anual: https://www.catamarcaciudad.gob.ar/transparencia/archivos/Transparencia/Presupuestos%20Anuales/Presupuesto%20Municipal%202017%20-%20Ordenanza%206686-16.pdf",,,,"Yes",,"1",,"Municipalidad de Catamarca",,,,,,,,,,,,,,"Presupuesto por oficina de gobierno",,,,,,,,,,"https://www.catamarcaciudad.gob.ar/transparencia/archivos/Transparencia/Presupuestos%20Anuales/Presupuesto%20Municipal%202017%20-%20Ordenanza%206686-16.pdf","Presupuesto Anual",,,,,,,,,,,,,,,,,,"Yes","Yes",,,"Yes","No","Franco Bellomo","Roque De Benedictis","60","67"
"c4582b41-333b-4f65-96ef-cae0b7b877bd","ar-cities","2018-05-30T21:14:51","2018","villa-la-angostura","spending",,,,,,,"No",,,,,,,,,,"Yes",,,,"Municipalidad de Villa La Angostura",,,,"No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes","Yes",,,"Yes","No","Roque De Benedictis","Roque De Benedictis","0","0"
"de01894e-d232-4085-9cc9-4f6100cb98a5","ar-cities","2018-05-30T21:14:16","2018","vicente-lopez","spending","Yes",,"Yes",,"Yes",,"Yes",,"Yes",,"3",,"Datos Abiertos Vicente López - buscar: presupuesto: http://vicentelopez.opendata.junar.com/dataviews/245864/estado-de-ejecucion-del-presupuesto-de-gastos-al-31122017/",,"http://opendatacommons.org/licenses/pddl/",,"Yes",,"2",,"Municipalidad de Vicente López",,,,,,"CSV","XLS",,,,,,,"Objeto del gasto","Monto del gasto",,,,,,,,,"http://vicentelopez.opendata.junar.com/dataviews/245864/estado-de-ejecucion-del-presupuesto-de-gastos-al-31122017/","Ejecución del presupuesto",,,,,,,,,,,,,,,,,,"Yes","Yes",,,"Yes","Yes","Roque De Benedictis","Roque De Benedictis","90","100"
"6ff05630-af30-4b7b-8eba-7b6ed2e9a0d7","ar-cities","2018-05-30T21:12:11","2018","ushuaia","spending","No",,"Yes",,"Yes",,"Yes",,"Yes",,"3",,"Municipalidad de Ushuaia - Transparencia - Ejecución presupuestaria: https://www.ushuaia.gob.ar/ejecucion-gastos-insumos - https://www.ushuaia.gob.ar/ejecucion-gastos-partida-principal",,,,"Yes",,"2",,"    Municipio de Ushuaia",,,,,,"CSV","XLS",,,,,,,"Objeto del gasto","Monto del gasto",,,,,,,,,"https://www.ushuaia.gob.ar/ejecucion-gastos-insumos","Ejecución gastos por insumo","https://www.ushuaia.gob.ar/ejecucion-gastos-partida-principal","Ejecución partida principal",,,,,,,,,,,,,,,,"Yes","Yes",,,"Yes","No","Roque De Benedictis","Roque De Benedictis","70","78"
"4c43e397-1940-4f5a-8a65-c3c0fb128fca","ar-cities","2018-05-30T21:10:12","2018","trenque-lauquen","spending","No",,"Yes",,"Yes",,"Yes",,"Yes",,"2",,"Municipalidad de Trenque Lauquen - Gobierno Abierto - Rendiciones: http://www.trenquelauquen.gov.ar/wordpress/wp-content/uploads/Situacion-Economica-Financiera-al-31-12-2017.pdf",,,,"Yes",,"1",,"    Municipalidad de Trenque Lauquen",,,,,,,,,,,,,,"Objeto del gasto","Monto del gasto",,,,,,,,,"http://www.trenquelauquen.gov.ar/wordpress/wp-content/uploads/Situacion-Economica-Financiera-al-31-12-2017.pdf","Ejecución de gastos 2017",,,,,,,,,,,,,,,,,,"Yes","Yes",,,"Yes","No","Roque De Benedictis","Roque De Benedictis","60","67"
"c9ba835a-7709-4aec-b954-ad053b29460e","ar-cities","2018-05-30T21:08:36","2018","tigre","spending","No",,"No",,"Yes",,"Yes",,"Yes",,"3",,"Municipalidad de Tigre - Gobierno Transparente - Información de Gestión: http://www.tigre.gov.ar/gestion/",,,,"Yes",,"1",,"    Municipalidad de Tigre",,,,,,,,,,,,,,"Objeto del gasto","Monto del gasto",,,,,,,,," http://www.tigre.gov.ar/gestion/","Información de gestión",,,,,,,,,,,,,,,,,,"Yes","Yes",,,"Yes","No","Roque De Benedictis","Roque De Benedictis","45","50"
"a8a1aa80-bcf9-459a-af4b-6037bf93bb80","ar-cities","2018-05-30T21:06:59","2018","santa-rosa","spending",,,,,,,"No",,,,,,,,,,"Yes",,,,"Municipalidad de Santa Rosa",,,,"No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes","Yes",,,"Yes","No","Roque De Benedictis","Roque De Benedictis","0","0"
"e0cb35c2-d992-4076-8af5-4ecab755ecb5","ar-cities","2018-05-30T21:05:56","2018","san-pedro","spending","No",,"Yes",,"Yes",,"Yes",,"Yes",,"3",,"Portal San Pedro - Gobierno Abierto - Situacion Económica: http://www.sanpedro.gob.ar/intranet/modernizacion/pdf/CTA_EstadoEjecucionObra_ejercicio2016.pdf",,,,"Yes",,"1",,"Municipalidad de San Pedro",,,,,,,,,,,,,,"Objeto del gasto","Monto del gasto",,,,,,,,,"http://www.sanpedro.gob.ar/intranet/modernizacion/pdf/CTA_EstadoEjecucionObra_ejercicio2016.pdf",,,,,,,,,,,,,,,,,,,"Yes","Yes",,,"Yes","No","Roque De Benedictis","Roque De Benedictis","60","67"
"21e6eeed-0596-4d93-9451-f19ab28c7124","ar-cities","2018-05-30T21:02:43","2018","san-miguel","spending",,,,,,,"No",,,,,,,,,,"Yes",,,,"    Municipalidad de San Miguel",,,,"No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes","Yes",,,"Yes","No","Roque De Benedictis","Roque De Benedictis","0","0"
"9ec4fd9a-6ab6-4af9-ab8b-33bd7a81e291","ar-cities","2018-05-30T21:02:16","2018","san-luis","spending",,,,,,,"No",,,,,,,,,,"Yes",,,,"    Municipalidad de San Luis ",,,,"No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes","Yes",,,"Yes","No","Roque De Benedictis","Roque De Benedictis","0","0"
"945bf91c-0b5e-4c93-8877-2082bd0cde80","ar-cities","2018-05-30T21:01:46","2018","san-juan","spending",,,,,,,"No",,,,,,,,,,"Yes",,,,"    Municipalidad de San Juan ",,,,"No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes","Yes",,,"Yes","No","Roque De Benedictis","Roque De Benedictis","0","0"
"eb3a6ad9-7dc7-4ce7-9757-92ccdaf83e37","ar-cities","2018-05-30T21:00:32","2018","san-isidro","spending",,,,,,,"No",,,,,,,,,,"Yes",,,,"Municipalidad de San Isidro",,,,"No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes","Yes",,,"Yes","No","Roque De Benedictis","Roque De Benedictis","0","0"
"a8675d29-e5ac-4a65-986f-94dc16871311","ar-cities","2018-05-30T20:58:00","2018","rio-segundo","law","Yes",,"Yes",,"Yes",,"Yes",,"Yes",,"4",,"     url gobiernoabierto.riosegundo.gob.ar, luego clic en Datos Abiertos, luego clic en opción Ordenanzas",,"    CC-BY-SA-AR",,"Yes",,"2",,"     Municipalidad de Rio Segundo",,,,,,"TXT",,,,,,,,"Contenido de la ley / ordenanza municipal","Fecha de la última enmienda","Enmiendas a la ley (si corresponde)",,,,,,,,"http://gobiernoabierto.riosegundo.gob.ar/munirio2/portal/panel/datosabiertos.php","Ordenanzas",,,,,,,,,,,,,,,,,,"Yes","Yes",,,"Yes","Yes","Roque De Benedictis","Roque De Benedictis","90","100"
"5acb2495-d8e5-4a4d-9b04-1e37a5c82c1d","ar-cities","2018-05-30T20:56:05","2018","salta","spending",,,,,,,"No",,,,,,,,,,"Yes",,,,"    Municipalidad de Salta",,,,"No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes","Yes",,,"Yes","No","Roque De Benedictis","Roque De Benedictis","0","0"
"cc9e3502-baff-4919-bcbb-c8e125a5a1e5","ar-cities","2018-05-30T20:49:25","2018","rosario","spending","No",,"No",,"Yes",,"Yes",,"Yes",,"3",,"Municipalidad de Rosario - Gobierno - Presupuestos: https://www.rosario.gov.ar/web/gobierno/presupuestos",,,,"Yes",,"1",,"    Secretaría d e Hacienda y Finanzas",,,,,,"HTML",,,,,,,,"Objeto del gasto","Monto del gasto",,,,,,,,,"https://www.rosario.gov.ar/web/gobierno/presupuestos","Presupuesto ejecutado",,,,,,,,,,,,,,,,,,"Yes","Yes",,,"Yes","No","Roque De Benedictis","Roque De Benedictis","55","61"
"b7beb9b5-fd93-4af8-baec-173b8331ced7","ar-cities","2018-05-30T20:47:52","2018","rivadavia","spending","No",,"No",,"Yes",,"Yes",,"Yes",,"3",,"Ciudad de Rivadavia - Gobierno Abierto (Web) - Datos - Actividad Económica: http://servicios.munirivadavia.gob.ar/gabierto/data_economica.html",,,,"Yes",,"1",,"    Municipalidad de Rivadavia",,,,,,,,,,,,,,"Objeto del gasto","Monto del gasto",,,,,,,,,"http://servicios.munirivadavia.gob.ar/gabierto/data_economica.html","Gastos públicos",,,,,,,,,,,,,,,,,,"Yes","Yes",,,"Yes","No","Roque De Benedictis","Roque De Benedictis","45","50"
"a0b89855-bc95-406a-a4b0-df940c29e61c","ar-cities","2018-05-30T20:45:07","2018","rio-segundo","spending","Yes",,"Yes",,"Yes",,"Yes",,"Yes",,"4",,"Datos abiertos Rio Segundo - Gasto público: http://gobiernoabierto.riosegundo.gob.ar/munirio2/portal/panel/datosabiertos.php",,"CC-BY-SA-AR",,"Yes",,"3",,"Municipalidad de Rio Segundo",,,,,,"CSV","XLS",,,,,,,"La oficina gubernamental que realizó el gasto","Objeto del gasto","Monto del gasto",,,,,,,," http://gobiernoabierto.riosegundo.gob.ar/munirio2/portal/panel/datosabiertos.php","Gasto público",,,,,,,,,,,,,,,,,,"Yes","Yes",,,"Yes","Yes","Roque De Benedictis","Roque De Benedictis","90","100"
"4eb23b1f-73c7-47cd-a6d0-8f5f4485e05e","ar-cities","2018-05-30T20:37:24","2018","olavarria","spending",,,,,,,"No",,,,,,,,,,"Yes",,,,"Municipalidad de Olavarría",,,,"No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes","Yes",,,"Yes","No","Roque De Benedictis","Roque De Benedictis","0","0"
"8d764be1-6375-445f-849a-b5837c4c762d","ar-cities","2018-05-30T20:30:41","2018","neuquen","spending","No",,"No",,"Yes",,"Yes",,"Yes",,"3",,"Portal de Ciudad de Neuquen - Ejecución presupuestaria: http://www.ciudaddeneuquen.gob.ar/municipio/secretarias/economia-y-hacienda/ejecucion-presupuestaria/ejecucion-presupuestaria-2017-2/",,,,"Yes",,"1",,"    Municipalidad de Neuquén",,,,,,,,,,,,,,"La oficina gubernamental que realizó el gasto","Objeto del gasto","Monto del gasto",,,,,,,,"http://www.ciudaddeneuquen.gob.ar/municipio/secretarias/economia-y-hacienda/ejecucion-presupuestaria/ejecucion-presupuestaria-2017-2/","Ejecución presupuestaria 2017",,,,,,,,,,,,,,,,,,"Yes","Yes",,,"Yes","No","Roque De Benedictis","Roque De Benedictis","45","50"
"ee754b1b-b5b1-4e3a-bd96-7738c50c3e21","ar-cities","2018-05-30T20:27:36","2018","moron","spending",,,,,,,"No",,,,,,,,,,"Yes",,,,"    Municipalidad de Morón",,,,"No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes","Yes",,,"Yes","No","Roque De Benedictis","Roque De Benedictis","0","0"
